bic,loo_acc_mean,loo_acc_se,model
373.6358887657369,0.8389830508474576,0.016935652617855478,full
392.7930525815403,0.815677966101695,0.01786641999135913,cat + vis
407.5829496424037,0.8072033898305084,0.018177356792185528,vis + pred
422.2833818875808,0.8050847457627118,0.01825295822244381,cat + pred
463.9018397079911,0.7669491525423728,0.01948041370082321,vis
468.7585501014647,0.7627118644067796,0.01960233511697098,pred
494.50459001022676,0.777542372881356,0.01916351758061112,cat
